Date,City,PM2.5,PM10,NO2,O3,SO2,CO,Temperature,Humidity,Wind_Speed
2024-01-22T22:00,Delhi,173.2,255.2,59.9,46.0,54.2,2220.0,5.3,99.0,8.0
2024-01-22T23:00,Delhi,168.6,248.7,50.2,58.0,50.7,2053.0,5.0,99.0,8.9
2024-01-23T00:00,Delhi,150.9,222.1,24.6,72.0,32.2,1740.0,4.9,100.0,8.2
2024-01-23T01:00,Delhi,150.4,222.1,31.2,57.0,36.6,1890.0,5.0,100.0,6.1
2024-01-23T02:00,Delhi,153.2,224.9,40.1,38.0,42.7,2093.0,5.9,99.0,5.4
2024-01-23T03:00,Delhi,157.4,229.1,46.0,37.0,47.1,2213.0,6.8,99.0,6.6
2024-01-23T04:00,Delhi,156.9,229.1,46.7,67.0,47.6,2190.0,8.5,97.0,5.0
2024-01-23T05:00,Delhi,159.7,232.4,44.3,116.0,46.4,2085.0,10.7,89.0,2.1
2024-01-23T06:00,Delhi,158.8,231.0,39.8,163.0,46.5,1937.0,13.2,82.0,2.8
2024-01-23T07:00,Delhi,149.5,218.4,29.9,212.0,49.5,1707.0,15.0,77.0,4.8
2024-01-23T08:00,Delhi,137.8,202.6,17.9,260.0,53.8,1434.0,16.2,72.0,6.6
2024-01-23T09:00,Delhi,125.3,184.9,14.8,280.0,57.2,1286.0,17.0,68.0,5.5
2024-01-23T10:00,Delhi,115.9,171.4,27.6,254.0,57.7,1328.0,17.3,66.0,4.6
2024-01-23T11:00,Delhi,114.3,169.0,49.2,202.0,57.4,1494.0,17.1,66.0,3.9
2024-01-23T12:00,Delhi,134.6,198.8,67.8,135.0,60.0,1632.0,16.3,70.0,4.0
2024-01-23T13:00,Delhi,163.4,240.3,84.6,103.0,72.6,2071.0,12.9,87.0,6.0
2024-01-23T14:00,Delhi,180.2,264.5,107.1,58.0,89.3,2667.0,13.2,84.0,4.9
2024-01-23T15:00,Delhi,186.3,272.9,119.7,26.0,98.1,3041.0,12.6,86.0,4.7
2024-01-23T16:00,Delhi,181.6,266.4,113.3,18.0,91.5,2980.0,11.6,89.0,6.2
2024-01-23T17:00,Delhi,173.2,254.3,96.9,21.0,76.9,2697.0,10.4,93.0,6.9
2024-01-23T18:00,Delhi,163.9,241.2,82.2,24.0,64.0,2449.0,9.0,96.0,8.0
2024-01-23T19:00,Delhi,155.1,228.2,73.3,22.0,56.6,2336.0,9.3,95.0,8.3
2024-01-23T20:00,Delhi,149.9,220.7,66.0,19.0,51.0,2257.0,10.1,92.0,5.5
2024-01-23T21:00,Delhi,145.8,214.2,59.1,18.0,45.8,2169.0,10.3,90.0,4.7
2024-01-23T22:00,Delhi,137.8,202.1,50.7,21.0,39.8,2019.0,8.5,97.0,6.1
2024-01-23T23:00,Delhi,127.6,186.3,42.6,27.0,34.3,1859.0,7.5,99.0,6.7
2024-01-24T00:00,Delhi,117.3,170.0,29.7,33.0,24.5,1653.0,6.5,100.0,7.1
2024-01-24T01:00,Delhi,114.8,166.2,35.2,29.0,28.2,1811.0,6.5,100.0,6.2
2024-01-24T02:00,Delhi,118.5,171.4,42.4,26.0,33.2,2018.0,6.4,100.0,6.9
2024-01-24T03:00,Delhi,122.9,177.4,45.2,36.0,36.4,2103.0,8.5,97.0,6.8
2024-01-24T04:00,Delhi,122.5,176.5,39.2,71.0,36.1,1965.0,10.3,93.0,4.8
2024-01-24T05:00,Delhi,118.5,172.3,28.8,119.0,34.0,1705.0,12.6,84.0,5.4
2024-01-24T06:00,Delhi,103.6,152.3,20.4,157.0,32.4,1447.0,14.6,74.0,5.6
2024-01-24T07:00,Delhi,84.5,125.7,15.3,178.0,32.0,1195.0,16.4,62.0,5.9
2024-01-24T08:00,Delhi,73.6,110.4,12.2,188.0,32.1,945.0,17.5,54.0,5.9
2024-01-24T09:00,Delhi,70.5,106.2,14.0,186.0,32.2,812.0,18.1,52.0,5.9
2024-01-24T10:00,Delhi,69.6,105.0,24.0,164.0,31.8,862.0,18.2,53.0,6.7
2024-01-24T11:00,Delhi,70.5,106.4,38.8,129.0,31.5,1029.0,17.7,56.0,7.6
2024-01-24T12:00,Delhi,99.9,148.5,60.9,85.0,37.4,1369.0,15.1,72.0,6.2
2024-01-24T13:00,Delhi,115.9,171.4,63.5,72.0,40.9,1561.0,11.4,85.0,8.3
2024-01-24T14:00,Delhi,122.9,180.7,66.9,53.0,45.7,1826.0,10.8,88.0,7.1
2024-01-24T15:00,Delhi,126.7,185.8,68.2,39.0,48.8,2033.0,9.9,91.0,7.3
2024-01-24T16:00,Delhi,129.9,190.0,65.9,33.0,49.1,2131.0,9.3,93.0,7.3
2024-01-24T17:00,Delhi,135.5,197.9,61.5,30.0,47.6,2171.0,8.5,95.0,6.9
2024-01-24T18:00,Delhi,136.9,199.8,56.9,29.0,44.9,2172.0,7.4,98.0,8.3
2024-01-24T19:00,Delhi,132.2,191.9,52.3,28.0,40.2,2126.0,6.5,99.0,9.4
2024-01-24T20:00,Delhi,127.6,184.9,47.4,28.0,34.1,2041.0,6.4,100.0,8.6
2024-01-24T21:00,Delhi,124.3,180.2,43.1,28.0,29.7,1967.0,6.1,100.0,6.9
2024-01-24T22:00,Delhi,122.5,177.0,38.5,27.0,27.6,1896.0,5.6,100.0,5.4
2024-01-24T23:00,Delhi,119.0,171.8,34.5,26.0,27.1,1836.0,6.2,100.0,5.8
2024-01-25T00:00,Delhi,115.5,165.8,19.3,38.0,14.1,1632.0,6.1,100.0,6.8
2024-01-25T01:00,Delhi,115.5,166.2,22.6,36.0,16.3,1678.0,6.1,100.0,5.8
2024-01-25T02:00,Delhi,118.3,170.0,27.2,34.0,19.4,1740.0,6.1,99.0,5.6
2024-01-25T03:00,Delhi,122.0,175.6,30.2,43.0,22.5,1777.0,6.5,98.0,4.4
2024-01-25T04:00,Delhi,124.8,180.2,30.6,73.0,25.3,1790.0,7.5,94.0,4.2
2024-01-25T05:00,Delhi,129.5,187.2,29.6,114.0,28.3,1777.0,10.4,88.0,1.8
2024-01-25T06:00,Delhi,130.9,190.0,27.7,148.0,31.4,1699.0,13.4,77.0,1.4
2024-01-25T07:00,Delhi,123.9,181.1,22.8,173.0,35.1,1479.0,15.5,69.0,1.3
2024-01-25T08:00,Delhi,106.6,159.7,17.0,191.0,39.1,1193.0,16.5,65.0,1.1
2024-01-25T09:00,Delhi,90.6,139.7,17.9,193.0,42.5,1024.0,17.2,63.0,2.0
2024-01-25T10:00,Delhi,81.3,128.5,31.0,167.0,43.7,1038.0,17.5,62.0,4.7
2024-01-25T11:00,Delhi,79.2,125.3,50.7,124.0,44.3,1168.0,16.9,65.0,7.7
2024-01-25T12:00,Delhi,115.9,177.0,71.7,97.0,60.9,1544.0,15.5,72.0,5.6
2024-01-25T13:00,Delhi,138.3,209.1,77.4,78.0,65.9,1812.0,11.9,89.0,6.4
2024-01-25T14:00,Delhi,147.6,219.8,85.0,51.0,72.6,2183.0,10.9,92.0,7.1
2024-01-25T15:00,Delhi,149.9,221.2,89.3,30.0,77.3,2463.0,10.4,93.0,7.2
2024-01-25T16:00,Delhi,152.3,223.1,87.2,21.0,78.3,2567.0,9.3,95.0,8.7
2024-01-25T17:00,Delhi,156.0,227.2,81.8,19.0,77.2,2580.0,8.0,96.0,10.4
2024-01-25T18:00,Delhi,156.9,228.6,76.6,17.0,74.7,2568.0,8.5,94.0,7.3
2024-01-25T19:00,Delhi,153.7,223.5,73.0,15.0,70.0,2540.0,8.2,94.0,6.6
2024-01-25T20:00,Delhi,151.8,220.7,69.6,14.0,63.9,2487.0,8.1,94.0,6.0
2024-01-25T21:00,Delhi,149.5,217.5,66.6,13.0,59.0,2442.0,7.6,94.0,6.2
2024-01-25T22:00,Delhi,147.6,214.7,62.7,11.0,56.0,2404.0,7.9,90.0,6.4
2024-01-25T23:00,Delhi,146.7,213.7,59.2,9.0,54.2,2376.0,7.4,91.0,6.1
2024-01-26T00:00,Delhi,145.8,214.2,65.4,10.0,57.9,2222.0,6.5,97.0,4.8
2024-01-26T01:00,Delhi,147.1,217.0,79.0,8.0,65.3,2517.0,6.5,97.0,6.1
2024-01-26T02:00,Delhi,158.8,233.8,96.7,9.0,75.4,2902.0,6.0,99.0,5.2
2024-01-26T03:00,Delhi,170.9,252.4,101.4,31.0,82.6,3032.0,7.8,99.0,5.1
2024-01-26T04:00,Delhi,170.4,250.5,80.7,96.0,84.9,2671.0,9.9,95.0,2.3
2024-01-26T05:00,Delhi,158.3,238.0,47.1,183.0,84.4,2055.0,12.3,88.0,1.8
2024-01-26T06:00,Delhi,143.0,217.5,21.4,248.0,81.2,1546.0,14.9,79.0,2.5
2024-01-26T07:00,Delhi,125.3,189.5,10.8,275.0,73.8,1262.0,16.5,71.0,3.1
2024-01-26T08:00,Delhi,107.1,162.1,8.0,280.0,63.8,1084.0,17.6,65.0,3.6
2024-01-26T09:00,Delhi,94.8,143.0,12.4,267.0,56.4,1020.0,18.3,61.0,4.5
2024-01-26T10:00,Delhi,86.6,130.9,26.3,231.0,52.4,1077.0,18.5,58.0,5.2
2024-01-26T11:00,Delhi,84.5,127.1,47.3,178.0,50.9,1247.0,18.0,57.0,4.8
2024-01-26T12:00,Delhi,123.9,183.5,76.3,195.0,71.8,1711.0,15.2,74.0,6.3
2024-01-26T13:00,Delhi,154.6,227.7,99.6,149.0,85.6,2190.0,15.8,66.0,5.9
2024-01-26T14:00,Delhi,182.5,267.3,131.0,85.0,104.5,2843.0,13.0,79.0,6.9
2024-01-26T15:00,Delhi,193.7,283.1,149.9,38.0,116.8,3288.0,10.6,90.0,9.2
2024-01-26T16:00,Delhi,189.5,277.5,145.8,22.0,118.4,3359.0,10.5,91.0,8.1
2024-01-26T17:00,Delhi,181.6,265.4,129.2,23.0,113.4,3221.0,9.4,92.0,11.3
2024-01-26T18:00,Delhi,169.0,247.7,110.4,27.0,102.9,2983.0,8.7,92.0,10.5
2024-01-26T19:00,Delhi,147.6,217.0,91.1,31.0,83.4,2619.0,7.9,93.0,10.2
2024-01-26T20:00,Delhi,124.8,183.5,69.6,39.0,58.4,2156.0,7.2,94.0,9.9
2024-01-26T21:00,Delhi,107.6,158.8,51.6,45.0,38.8,1782.0,7.3,94.0,6.2
2024-01-26T22:00,Delhi,96.6,143.0,38.4,48.0,29.3,1568.0,7.5,94.0,7.6
2024-01-26T23:00,Delhi,87.5,129.5,28.6,51.0,25.2,1443.0,7.2,94.0,9.4
2024-01-27T00:00,Delhi,70.8,104.5,17.2,61.0,20.1,1215.0,7.1,95.0,10.1
2024-01-27T01:00,Delhi,67.1,99.0,23.1,58.0,21.9,1302.0,6.9,94.0,11.7
2024-01-27T02:00,Delhi,69.2,101.7,31.0,56.0,24.3,1418.0,7.1,93.0,13.1
2024-01-27T03:00,Delhi,71.7,105.5,34.6,64.0,25.7,1463.0,9.0,87.0,15.2
2024-01-27T04:00,Delhi,72.9,106.9,29.7,92.0,25.1,1384.0,11.9,80.0,12.6
2024-01-27T05:00,Delhi,68.0,100.8,20.6,130.0,23.4,1236.0,14.9,71.0,13.7
2024-01-27T06:00,Delhi,61.7,92.9,13.2,158.0,21.9,1085.0,17.5,60.0,15.0
2024-01-27T07:00,Delhi,54.0,83.4,9.4,167.0,20.7,930.0,19.2,53.0,16.1
2024-01-27T08:00,Delhi,48.3,75.7,7.4,165.0,19.6,772.0,20.2,48.0,16.4
2024-01-27T09:00,Delhi,44.9,71.2,8.2,158.0,19.3,677.0,20.6,46.0,16.8
2024-01-27T10:00,Delhi,44.2,70.1,12.8,147.0,19.9,679.0,20.4,47.0,16.1
2024-01-27T11:00,Delhi,46.4,71.7,20.2,130.0,21.4,745.0,19.6,52.0,13.7
2024-01-27T12:00,Delhi,46.8,70.3,35.0,97.0,24.7,893.0,17.2,63.0,9.6
2024-01-27T13:00,Delhi,55.3,82.7,42.9,82.0,30.6,1050.0,14.2,72.0,8.2
2024-01-27T14:00,Delhi,62.9,93.6,53.9,61.0,38.9,1270.0,13.3,76.0,8.5
2024-01-27T15:00,Delhi,69.6,104.1,61.9,44.0,46.1,1455.0,11.9,82.0,10.0
2024-01-27T16:00,Delhi,75.7,113.9,64.5,37.0,51.6,1574.0,11.1,84.0,10.7
2024-01-27T17:00,Delhi,82.9,125.3,64.2,35.0,56.1,1659.0,10.5,85.0,11.5
2024-01-27T18:00,Delhi,87.5,132.7,62.5,33.0,57.6,1704.0,10.5,83.0,10.9
2024-01-27T19:00,Delhi,86.6,131.8,59.2,30.0,54.2,1693.0,11.3,79.0,7.5
2024-01-27T20:00,Delhi,85.4,130.4,54.4,27.0,47.9,1643.0,8.9,88.0,8.3
2024-01-27T21:00,Delhi,84.5,129.0,50.2,25.0,43.1,1600.0,8.9,88.0,6.5
2024-01-27T22:00,Delhi,83.4,127.1,45.3,23.0,40.6,1533.0,8.7,88.0,4.9
2024-01-27T23:00,Delhi,82.7,125.3,40.9,21.0,39.7,1472.0,8.3,89.0,5.8
2024-01-28T00:00,Delhi,93.4,142.5,51.6,17.0,50.2,1738.0,7.0,93.0,7.2
2024-01-28T01:00,Delhi,97.6,148.5,72.4,11.0,63.7,2186.0,10.1,87.0,2.3
2024-01-28T02:00,Delhi,115.3,173.7,99.9,5.0,81.8,2779.0,10.2,86.0,1.3
2024-01-28T03:00,Delhi,141.6,210.9,111.9,18.0,91.9,3039.0,11.2,84.0,1.1
2024-01-28T04:00,Delhi,122.5,181.6,93.2,68.0,85.8,2643.0,14.2,79.0,1.8
2024-01-28T05:00,Delhi,101.7,151.8,59.0,137.0,71.7,1913.0,16.5,71.0,5.4
2024-01-28T06:00,Delhi,92.0,138.8,32.7,190.0,61.6,1339.0,18.2,65.0,8.1
2024-01-28T07:00,Delhi,87.5,133.6,23.3,216.0,61.1,1108.0,19.3,60.0,8.6
2024-01-28T08:00,Delhi,85.9,132.2,21.8,227.0,64.5,1032.0,20.1,56.0,8.7
2024-01-28T09:00,Delhi,85.4,130.9,25.2,223.0,66.8,1035.0,20.3,56.0,9.8
2024-01-28T10:00,Delhi,85.9,130.9,35.3,197.0,65.8,1128.0,20.1,58.0,10.6
2024-01-28T11:00,Delhi,87.5,131.3,50.2,155.0,63.8,1300.0,19.3,63.0,10.7
2024-01-28T12:00,Delhi,88.9,131.3,50.6,119.0,58.1,1267.0,17.7,71.0,8.9
2024-01-28T13:00,Delhi,93.1,137.4,52.4,101.0,56.4,1316.0,15.0,82.0,11.3
2024-01-28T14:00,Delhi,92.7,136.4,54.6,75.0,54.0,1380.0,14.2,87.0,13.0
2024-01-28T15:00,Delhi,89.9,132.7,54.2,57.0,51.2,1410.0,13.7,89.0,13.8
2024-01-28T16:00,Delhi,88.2,130.4,49.3,53.0,48.4,1379.0,13.2,92.0,13.3
2024-01-28T17:00,Delhi,87.5,129.0,41.8,56.0,45.2,1313.0,12.8,93.0,12.8
2024-01-28T18:00,Delhi,84.8,125.3,34.4,60.0,41.6,1238.0,12.4,94.0,12.3
2024-01-28T19:00,Delhi,80.1,118.5,27.5,63.0,36.9,1153.0,12.1,95.0,12.2
2024-01-28T20:00,Delhi,76.4,113.4,20.8,67.0,31.6,1058.0,11.7,95.0,11.2
2024-01-28T21:00,Delhi,73.3,109.0,15.9,69.0,27.9,984.0,11.2,96.0,10.3
2024-01-28T22:00,Delhi,71.2,105.7,12.8,68.0,26.1,928.0,10.9,97.0,11.0
2024-01-28T23:00,Delhi,69.8,103.1,11.6,65.0,25.8,892.0,10.7,97.0,11.1
2024-01-29T00:00,Delhi,69.6,102.4,13.3,61.0,27.3,899.0,10.6,98.0,11.1
2024-01-29T01:00,Delhi,71.7,105.7,21.5,50.0,31.5,1040.0,9.7,96.0,9.2
2024-01-29T02:00,Delhi,79.2,115.9,32.6,38.0,37.4,1231.0,9.5,97.0,8.0
2024-01-29T03:00,Delhi,87.8,128.1,38.9,42.0,42.9,1345.0,10.9,94.0,9.4
2024-01-29T04:00,Delhi,92.0,135.5,35.8,78.0,47.5,1317.0,13.3,87.0,8.2
2024-01-29T05:00,Delhi,95.9,142.0,27.8,130.0,51.7,1212.0,15.8,80.0,8.7
2024-01-29T06:00,Delhi,98.7,147.1,21.2,175.0,54.6,1105.0,18.0,73.0,8.5
2024-01-29T07:00,Delhi,95.7,143.4,15.8,207.0,54.7,984.0,19.6,68.0,7.0
2024-01-29T08:00,Delhi,92.0,138.3,11.7,232.0,53.5,861.0,20.6,65.0,5.9
2024-01-29T09:00,Delhi,89.6,135.0,15.5,240.0,54.1,837.0,21.1,62.0,4.8
2024-01-29T10:00,Delhi,87.5,131.8,32.3,223.0,56.7,937.0,21.3,61.0,3.6
2024-01-29T11:00,Delhi,88.0,132.7,57.0,190.0,61.1,1137.0,20.9,63.0,3.2
2024-01-29T12:00,Delhi,130.9,195.1,80.8,162.0,73.3,1561.0,19.1,75.0,4.5
2024-01-29T13:00,Delhi,155.1,229.6,97.8,128.0,85.5,2029.0,17.8,76.0,5.9
2024-01-29T14:00,Delhi,176.5,259.8,120.6,81.0,101.7,2665.0,14.4,90.0,9.4
2024-01-29T15:00,Delhi,190.9,280.3,132.8,47.0,110.5,3080.0,13.7,92.0,8.4
2024-01-29T16:00,Delhi,192.3,282.2,125.6,37.0,105.7,3086.0,12.8,95.0,9.4
2024-01-29T17:00,Delhi,183.9,269.2,107.9,40.0,93.4,2871.0,12.1,96.0,10.0
2024-01-29T18:00,Delhi,167.6,244.9,90.0,43.0,79.9,2606.0,11.8,97.0,8.2
2024-01-29T19:00,Delhi,149.0,216.5,74.3,44.0,65.7,2306.0,11.3,98.0,8.2
2024-01-29T20:00,Delhi,135.5,197.0,58.5,47.0,50.3,1956.0,10.7,99.0,9.2
2024-01-29T21:00,Delhi,125.7,183.0,45.6,48.0,38.5,1683.0,10.4,100.0,7.1
2024-01-29T22:00,Delhi,118.7,173.2,36.8,47.0,32.6,1532.0,10.3,100.0,5.1
2024-01-29T23:00,Delhi,113.6,166.2,30.9,44.0,30.3,1457.0,10.6,99.0,4.7
2024-01-30T00:00,Delhi,138.8,203.5,44.9,29.0,41.4,1866.0,10.6,100.0,5.9
2024-01-30T01:00,Delhi,135.5,198.8,45.5,24.0,41.7,1914.0,10.1,100.0,6.2
2024-01-30T02:00,Delhi,136.0,198.4,46.1,19.0,42.1,1974.0,10.0,99.0,7.2
2024-01-30T03:00,Delhi,138.8,201.6,44.7,29.0,41.6,1968.0,10.8,97.0,7.0
2024-01-30T04:00,Delhi,139.2,202.1,40.0,67.0,39.3,1855.0,12.1,97.0,6.2
2024-01-30T05:00,Delhi,136.4,199.3,33.4,119.0,36.2,1676.0,13.5,97.0,6.9
2024-01-30T06:00,Delhi,130.9,191.9,27.0,163.0,34.3,1481.0,16.9,81.0,6.7
2024-01-30T07:00,Delhi,116.4,173.2,18.9,192.0,34.3,1238.0,18.4,76.0,5.0
2024-01-30T08:00,Delhi,103.4,156.5,11.1,213.0,35.4,979.0,19.5,71.0,3.9
2024-01-30T09:00,Delhi,94.5,147.1,11.2,217.0,37.3,846.0,20.3,65.0,3.5
2024-01-30T10:00,Delhi,87.8,140.2,23.8,197.0,38.1,877.0,20.5,61.0,2.8
2024-01-30T11:00,Delhi,86.8,139.7,44.4,160.0,39.6,1035.0,20.2,60.0,3.4
2024-01-30T12:00,Delhi,152.7,238.4,77.4,128.0,57.4,1457.0,17.7,79.0,6.4
2024-01-30T13:00,Delhi,181.1,280.3,100.9,98.0,75.0,2002.0,14.9,88.0,8.4
2024-01-30T14:00,Delhi,207.7,317.6,133.2,56.0,99.7,2761.0,13.6,92.0,9.4
2024-01-30T15:00,Delhi,228.6,348.3,156.9,24.0,121.2,3382.0,13.4,94.0,8.4
2024-01-30T16:00,Delhi,242.1,367.9,164.8,13.0,137.9,3749.0,12.5,97.0,8.2
2024-01-30T17:00,Delhi,252.4,382.8,164.2,12.0,151.4,3977.0,11.8,98.0,8.1
2024-01-30T18:00,Delhi,256.1,388.4,159.2,12.0,155.6,4061.0,11.6,99.0,8.1
2024-01-30T19:00,Delhi,249.6,378.1,149.5,11.0,145.0,3969.0,11.4,99.0,8.5
2024-01-30T20:00,Delhi,236.6,359.5,135.4,11.0,125.1,3732.0,10.5,100.0,9.4
2024-01-30T21:00,Delhi,219.3,334.3,122.1,13.0,106.6,3443.0,9.9,100.0,8.7
2024-01-30T22:00,Delhi,199.3,303.6,110.3,17.0,91.9,3067.0,10.1,100.0,7.1
2024-01-30T23:00,Delhi,183.9,280.3,99.3,22.0,78.6,2637.0,10.8,99.0,5.2
